,years,Category,comments,views
8458,2012,technology/science,198,736224
8459,2012,TED ,108,731620
8460,2012,technology/science,108,731620
8461,2012,technology/science,108,731620
8462,2012,technology/science,108,731620
8463,2012,technology/science,108,731620
8464,2012,technology/science,458,1217317
8465,2012,technology/science,458,1217317
8466,2012,technology/science,458,1217317
8467,2012,technology/science,458,1217317
8468,2012,technology/science,458,1217317
8469,2012,technology/science,458,1217317
8470,2012,technology/science,458,1217317
8471,2012,technology/science,458,1217317
8472,2012,technology/science,458,1217317
8473,2012,technology/science,458,1217317
8474,2012,technology/science,458,1217317
8475,2012,personal/work,48,669088
8476,2012,culture,48,669088
8477,2012,technology/science,48,669088
8478,2012,TED ,165,729428
8479,2012,technology/science,165,729428
8480,2012,society,165,729428
8481,2012,society,165,729428
8482,2012,society,165,729428
8483,2012,TED ,45,729993
8484,2012,culture,45,729993
8485,2012,society,45,729993
8486,2012,education,45,729993
8487,2012,personal/work,45,729993
8488,2012,technology/science,45,729993
8489,2012,personal/work,45,729993
8490,2012,technology/science,197,990712
8491,2012,technology/science,197,990712
8492,2012,technology/science,197,990712
8493,2012,technology/science,197,990712
8494,2012,technology/science,197,990712
8495,2012,technology/science,197,990712
8496,2012,technology/science,197,990712
8497,2012,technology/science,197,990712
8498,2012,technology/science,197,990712
8499,2012,education,197,990712
8500,2012,technology/science,197,990712
8501,2012,technology/science,197,990712
8502,2012,technology/science,197,990712
8503,2012,technology/science,197,990712
8504,2012,technology/science,197,990712
8505,2012,technology/science,197,990712
8506,2012,technology/science,138,509747
8507,2012,technology/science,138,509747
8508,2012,society,138,509747
8509,2012,society,138,509747
8510,2012,society,138,509747
8511,2012,TED ,89,850833
8512,2012,personal/work,89,850833
8513,2012,society,89,850833
8514,2012,personal/work,89,850833
8515,2012,personal/work,89,850833
8516,2012,society,89,850833
8517,2012,culture,140,2623011
8518,2012,society,140,2623011
8519,2012,society,140,2623011
8520,2012,personal/work,140,2623011
8521,2012,society,140,2623011
8522,2012,technology/science,140,2623011
8523,2012,technology/science,140,2623011
8524,2012,personal/work,140,2623011
8525,2012,technology/science,140,2623011
8526,2012,education,140,2623011
8527,2012,technology/science,140,2623011
8528,2012,technology/science,140,2623011
8529,2012,technology/science,140,2623011
8530,2012,technology/science,140,2623011
8531,2012,technology/science,140,2623011
8532,2012,technology/science,140,2623011
8533,2012,technology/science,140,2623011
8534,2012,personal/work,277,2468887
8535,2012,culture,277,2468887
8536,2012,technology/science,277,2468887
8537,2012,technology/science,277,2468887
8538,2012,culture,277,2468887
8539,2012,education,277,2468887
8540,2012,culture,277,2468887
8541,2012,technology/science,277,2468887
8542,2012,personal/work,277,2468887
8543,2012,technology/science,277,2468887
8544,2012,TED ,66,1184933
8545,2012,technology/science,66,1184933
8546,2012,technology/science,66,1184933
8547,2012,education,66,1184933
8548,2012,technology/science,66,1184933
8549,2012,technology/science,66,1184933
8550,2012,TED ,67,585351
8551,2012,technology/science,67,585351
8552,2012,technology/science,67,585351
8553,2012,personal/work,203,721266
8554,2012,technology/science,203,721266
8555,2012,technology/science,203,721266
8556,2012,technology/science,203,721266
8557,2012,culture,203,721266
8558,2012,technology/science,203,721266
8559,2012,technology/science,203,721266
8560,2012,technology/science,203,721266
8561,2012,technology/science,227,1619108
8562,2012,technology/science,227,1619108
8563,2012,technology/science,227,1619108
8564,2012,technology/science,227,1619108
8565,2012,culture,135,1191702
8566,2012,culture,135,1191702
8567,2012,education,135,1191702
8568,2012,personal/work,135,1191702
8569,2012,education,404,4039820
8570,2012,technology/science,404,4039820
8571,2012,technology/science,404,4039820
8572,2012,technology/science,404,4039820
8573,2012,technology/science,131,863507
8574,2012,technology/science,131,863507
8575,2012,environment/nature,131,863507
8576,2012,technology/science,131,863507
8577,2012,technology/science,131,863507
8578,2012,technology/science,131,863507
8579,2012,technology/science,131,863507
8580,2012,environment/nature,89,687263
8581,2012,TED ,89,687263
8582,2012,personal/work,89,687263
8583,2012,culture,89,687263
8584,2012,environment/nature,89,687263
8585,2012,environment/nature,89,687263
8586,2012,technology/science,89,687263
8587,2012,environment/nature,89,687263
8588,2012,technology/science,89,687263
8589,2012,environment/nature,89,687263
8590,2012,technology/science,89,687263
8591,2012,environment/nature,89,687263
8592,2012,technology/science,89,687263
8593,2012,society,89,687263
8594,2012,environment/nature,89,687263
8595,2012,environment/nature,89,687263
8596,2012,environment/nature,89,687263
8597,2012,society,89,687263
8598,2012,society,89,687263
8599,2012,technology/science,89,687263
8600,2012,TED ,43,144044
8601,2012,culture,43,144044
8602,2012,personal/work,43,144044
8603,2012,technology/science,43,144044
8604,2012,personal/work,43,144044
8605,2012,technology/science,43,144044
8606,2012,personal/work,43,144044
8607,2012,technology/science,43,144044
8608,2012,technology/science,43,144044
8609,2012,technology/science,463,1423930
8610,2012,technology/science,463,1423930
8611,2012,technology/science,463,1423930
8612,2012,technology/science,463,1423930
8613,2012,culture,463,1423930
8614,2012,technology/science,463,1423930
8615,2012,TED ,168,1112964
8616,2012,personal/work,168,1112964
8617,2012,education,168,1112964
8618,2012,environment/nature,168,1112964
8619,2012,environment/nature,168,1112964
8620,2012,technology/science,473,2302206
8621,2012,technology/science,473,2302206
8622,2012,technology/science,473,2302206
8623,2012,education,473,2302206
8624,2012,technology/science,473,2302206
8625,2012,technology/science,64,767285
8626,2012,culture,64,767285
8627,2012,technology/science,64,767285
8628,2012,personal/work,64,767285
8629,2012,society,64,767285
8630,2012,personal/work,64,767285
8631,2012,TED ,117,3600582
8632,2012,culture,117,3600582
8633,2012,personal/work,117,3600582
8634,2012,personal/work,117,3600582
8635,2012,culture,117,3600582
8636,2012,TED ,148,353350
8637,2012,society,148,353350
8638,2012,society,148,353350
8639,2012,society,148,353350
8640,2012,environment/nature,148,353350
8641,2012,society,148,353350
8642,2012,society,148,353350
8643,2012,culture,148,353350
8644,2012,personal/work,148,353350
8645,2012,technology/science,148,353350
8646,2012,personal/work,148,353350
8647,2012,technology/science,148,353350
8648,2012,technology/science,148,353350
8649,2012,environment/nature,148,353350
8650,2012,technology/science,148,353350
8651,2012,technology/science,148,353350
8652,2012,technology/science,148,353350
8653,2012,TED ,203,1145261
8654,2012,personal/work,203,1145261
8655,2012,technology/science,203,1145261
8656,2012,technology/science,203,1145261
8657,2012,technology/science,203,1145261
8658,2012,technology/science,203,1145261
8659,2012,technology/science,203,1145261
8660,2012,personal/work,466,3167353
8661,2012,personal/work,466,3167353
8662,2012,personal/work,466,3167353
8663,2012,TED ,231,1065331
8664,2012,technology/science,231,1065331
8665,2012,personal/work,231,1065331
8666,2012,technology/science,231,1065331
8667,2012,technology/science,231,1065331
8668,2012,personal/work,231,1065331
8669,2012,technology/science,231,1065331
8670,2012,technology/science,231,1065331
8671,2012,technology/science,231,1065331
8672,2012,technology/science,231,1065331
8673,2012,technology/science,231,1065331
8674,2012,education,231,1065331
8675,2012,personal/work,231,1065331
8676,2012,technology/science,231,1065331
8677,2012,technology/science,231,1065331
8678,2012,personal/work,231,1065331
8679,2012,technology/science,231,1065331
8680,2012,technology/science,231,1065331
8681,2012,technology/science,231,1065331
8682,2012,personal/work,231,1065331
8683,2012,technology/science,231,1065331
8684,2012,culture,203,1206351
8685,2012,environment/nature,203,1206351
8686,2012,personal/work,203,1206351
8687,2012,technology/science,203,1206351
8688,2012,environment/nature,203,1206351
8689,2012,environment/nature,203,1206351
8690,2012,technology/science,203,1206351
8691,2012,culture,223,1356163
8692,2012,personal/work,223,1356163
8693,2012,technology/science,526,2586606
8694,2012,personal/work,526,2586606
8695,2012,technology/science,526,2586606
8696,2012,technology/science,526,2586606
8697,2012,TED ,75,582161
8698,2012,culture,75,582161
8699,2012,education,75,582161
8700,2012,technology/science,75,582161
8701,2012,technology/science,170,640604
8702,2012,technology/science,170,640604
8703,2012,culture,170,640604
8704,2012,technology/science,170,640604
8705,2012,technology/science,170,640604
8706,2012,technology/science,170,640604
8707,2012,technology/science,170,640604
8708,2012,TED ,82,805880
8709,2012,personal/work,82,805880
8710,2012,culture,82,805880
8711,2012,technology/science,82,805880
8712,2012,environment/nature,82,805880
8713,2012,environment/nature,82,805880
8714,2012,culture,439,10167161
8715,2012,personal/work,439,10167161
8716,2012,technology/science,439,10167161
8717,2012,personal/work,439,10167161
8718,2012,TED ,91,1024653
8719,2012,technology/science,91,1024653
8720,2012,technology/science,91,1024653
8721,2012,technology/science,91,1024653
8722,2012,culture,98,1952381
8723,2012,personal/work,98,1952381
8724,2012,culture,98,1952381
8725,2012,culture,98,1952381
8726,2012,culture,98,1952381
8727,2012,education,98,1952381
8728,2012,culture,98,1952381
8729,2012,personal/work,63,754755
8730,2012,technology/science,63,754755
8731,2012,personal/work,63,754755
8732,2012,technology/science,63,754755
8733,2012,technology/science,63,754755
8734,2012,technology/science,63,754755
8735,2012,society,78,856136
8736,2012,society,78,856136
8737,2012,society,78,856136
8738,2012,society,78,856136
8739,2012,society,78,856136
8740,2012,personal/work,78,856136
8741,2012,personal/work,78,856136
8742,2012,society,78,856136
8743,2012,society,78,856136
8744,2012,culture,49,464213
8745,2012,society,49,464213
8746,2012,society,49,464213
8747,2012,society,109,809361
8748,2012,culture,109,809361
8749,2012,environment/nature,109,809361
8750,2012,environment/nature,109,809361
8751,2012,society,109,809361
8752,2012,society,109,809361
8753,2012,personal/work,109,809361
8754,2012,environment/nature,109,809361
8755,2012,technology/science,109,809361
8756,2012,technology/science,109,809361
8757,2012,environment/nature,109,809361
8758,2012,technology/science,109,809361
8759,2012,environment/nature,109,809361
8760,2012,technology/science,109,809361
8761,2012,technology/science,109,809361
8762,2012,environment/nature,109,809361
8763,2012,environment/nature,109,809361
8764,2012,environment/nature,109,809361
8765,2012,technology/science,109,809361
8766,2012,environment/nature,109,809361
8767,2012,technology/science,109,809361
8768,2012,technology/science,109,809361
8769,2012,environment/nature,109,809361
8770,2012,environment/nature,109,809361
8771,2012,TED ,159,1052980
8772,2012,technology/science,159,1052980
8773,2012,technology/science,159,1052980
8774,2012,technology/science,159,1052980
8775,2012,technology/science,159,1052980
8776,2012,technology/science,159,1052980
8777,2012,technology/science,159,1052980
8778,2012,society,159,1052980
8779,2012,TED ,169,1050633
8780,2012,personal/work,169,1050633
8781,2012,society,169,1050633
8782,2012,society,169,1050633
8783,2012,society,169,1050633
8784,2012,society,169,1050633
8785,2012,society,169,1050633
8786,2012,society,169,1050633
8787,2012,personal/work,169,1050633
8788,2012,personal/work,169,1050633
8789,2012,society,169,1050633
8790,2012,technology/science,169,1050633
8791,2012,technology/science,169,1050633
8792,2012,technology/science,169,1050633
8793,2012,personal/work,169,1050633
8794,2012,personal/work,96,933277
8795,2012,technology/science,96,933277
8796,2012,technology/science,96,933277
8797,2012,technology/science,96,933277
8798,2012,technology/science,96,933277
8799,2012,technology/science,455,1362071
8800,2012,technology/science,455,1362071
8801,2012,technology/science,455,1362071
8802,2012,culture,455,1362071
8803,2012,technology/science,455,1362071
8804,2012,technology/science,455,1362071
8805,2012,technology/science,455,1362071
8806,2012,technology/science,96,832831
8807,2012,technology/science,96,832831
8808,2012,technology/science,96,832831
8809,2012,technology/science,96,832831
8810,2012,technology/science,96,832831
8811,2012,technology/science,96,832831
8812,2012,technology/science,96,832831
8813,2012,technology/science,96,832831
8814,2012,technology/science,96,832831
8815,2012,technology/science,96,832831
8816,2012,education,96,832831
8817,2012,technology/science,96,832831
8818,2012,society,96,832831
8819,2012,society,96,832831
8820,2012,society,96,832831
8821,2012,society,96,832831
8822,2012,society,96,832831
8823,2012,society,96,832831
8824,2012,culture,82,891589
8825,2012,culture,82,891589
8826,2012,society,78,516355
8827,2012,society,78,516355
8828,2012,society,78,516355
8829,2012,society,78,516355
8830,2012,society,78,516355
8831,2012,environment/nature,211,1471114
8832,2012,society,211,1471114
8833,2012,society,165,2246203
8834,2012,society,165,2246203
8835,2012,personal/work,165,2246203
8836,2012,education,165,2246203
8837,2012,society,165,2246203
8838,2012,personal/work,165,2246203
8839,2012,personal/work,165,2246203
8840,2012,society,165,2246203
8841,2012,personal/work,165,2246203
8842,2012,society,165,2246203
8843,2012,education,165,2246203
8844,2012,technology/science,165,2246203
8845,2012,technology/science,165,2246203
8846,2012,education,165,2246203
8847,2012,personal/work,128,1225395
8848,2012,technology/science,128,1225395
8849,2012,technology/science,128,1225395
8850,2012,personal/work,128,1225395
8851,2012,technology/science,94,1337967
8852,2012,personal/work,94,1337967
8853,2012,technology/science,94,1337967
8854,2012,technology/science,94,1337967
8855,2012,technology/science,91,587181
8856,2012,TED ,91,587181
8857,2012,personal/work,91,587181
8858,2012,technology/science,91,587181
8859,2012,technology/science,91,587181
8860,2012,technology/science,91,587181
8861,2012,technology/science,81,924318
8862,2012,technology/science,81,924318
8863,2012,technology/science,81,924318
8864,2012,personal/work,81,924318
8865,2012,technology/science,81,924318
8866,2012,personal/work,169,1239316
8867,2012,personal/work,169,1239316
8868,2012,personal/work,169,1239316
8869,2012,personal/work,169,1239316
8870,2012,technology/science,169,1239316
8871,2012,technology/science,260,956324
8872,2012,TED ,260,956324
8873,2012,technology/science,260,956324
8874,2012,personal/work,260,956324
8875,2012,technology/science,260,956324
8876,2012,technology/science,260,956324
8877,2012,personal/work,260,956324
8878,2012,technology/science,45,693628
8879,2012,personal/work,45,693628
8880,2012,technology/science,45,693628
8881,2012,personal/work,45,693628
8882,2012,personal/work,45,693628
8883,2012,society,45,693628
8884,2012,society,45,693628
8885,2012,society,45,693628
8886,2012,society,45,693628
8887,2012,society,45,693628
8888,2012,society,45,693628
8889,2012,personal/work,45,693628
8890,2012,society,45,693628
8891,2012,society,45,693628
8892,2012,society,45,693628
8893,2012,society,45,693628
8894,2012,technology/science,45,693628
8895,2012,technology/science,45,693628
8896,2012,technology/science,45,693628
8897,2012,technology/science,45,693628
8898,2012,technology/science,202,1245095
8899,2012,personal/work,202,1245095
8900,2012,technology/science,202,1245095
8901,2012,technology/science,202,1245095
8902,2012,technology/science,202,1245095
8903,2012,technology/science,202,1245095
8904,2012,technology/science,202,1245095
8905,2012,culture,202,1245095
8906,2012,technology/science,202,1245095
8907,2012,technology/science,202,1245095
8908,2012,society,180,336430
8909,2012,society,180,336430
8910,2012,TED ,180,336430
8911,2012,society,180,336430
8912,2012,society,180,336430
8913,2012,culture,180,336430
8914,2012,personal/work,180,336430
8915,2012,society,180,336430
8916,2012,personal/work,180,336430
8917,2012,environment/nature,180,336430
8918,2012,society,180,336430
8919,2012,culture,180,336430
8920,2012,society,180,336430
8921,2012,society,180,336430
8922,2012,society,180,336430
8923,2012,society,180,336430
8924,2012,personal/work,180,336430
8925,2012,technology/science,180,336430
8926,2012,personal/work,380,2228138
8927,2012,society,380,2228138
8928,2012,personal/work,380,2228138
8929,2012,society,380,2228138
8930,2012,society,380,2228138
8931,2012,society,380,2228138
8932,2012,society,380,2228138
8933,2012,society,380,2228138
8934,2012,society,380,2228138
8935,2012,society,380,2228138
8936,2012,society,380,2228138
8937,2012,technology/science,380,2228138
8938,2012,technology/science,87,1024326
8939,2012,technology/science,87,1024326
8940,2012,TED ,87,1024326
8941,2012,culture,87,1024326
8942,2012,technology/science,87,1024326
8943,2012,culture,87,1024326
8944,2012,TED ,40,661530
8945,2012,personal/work,40,661530
8946,2012,technology/science,40,661530
8947,2012,technology/science,40,661530
8948,2012,education,40,661530
8949,2012,technology/science,40,661530
8950,2012,technology/science,122,1030762
8951,2012,environment/nature,122,1030762
8952,2012,technology/science,122,1030762
8953,2012,environment/nature,122,1030762
8954,2012,personal/work,2290,43155405
8955,2012,personal/work,2290,43155405
8956,2012,personal/work,2290,43155405
8957,2012,technology/science,2290,43155405
8958,2012,personal/work,2290,43155405
8959,2012,personal/work,2290,43155405
8960,2012,TED ,125,1038897
8961,2012,personal/work,125,1038897
8962,2012,culture,125,1038897
8963,2012,technology/science,125,1038897
8964,2012,culture,125,1038897
8965,2012,culture,125,1038897
8966,2012,culture,125,1038897
8967,2012,technology/science,179,788255
8968,2012,technology/science,179,788255
8969,2012,society,179,788255
8970,2012,society,179,788255
8971,2012,society,179,788255
8972,2012,society,179,788255
8973,2012,society,179,788255
8974,2012,society,94,983172
8975,2012,society,94,983172
8976,2012,education,94,983172
8977,2012,technology/science,94,983172
8978,2012,technology/science,94,983172
8979,2012,culture,31,625454
8980,2012,education,31,625454
8981,2012,personal/work,46,943919
8982,2012,technology/science,46,943919
8983,2012,culture,46,943919
8984,2012,technology/science,62,1045703
8985,2012,culture,62,1045703
8986,2012,technology/science,62,1045703
8987,2012,personal/work,62,1045703
8988,2012,technology/science,62,1045703
8989,2012,culture,62,1045703
8990,2012,personal/work,62,1045703
8991,2012,technology/science,62,1045703
8992,2012,personal/work,225,2352202
8993,2012,personal/work,225,2352202
8994,2012,culture,225,2352202
8995,2012,culture,225,2352202
8996,2012,culture,225,2352202
8997,2012,technology/science,225,2352202
8998,2012,culture,225,2352202
8999,2012,technology/science,225,2352202
9000,2012,technology/science,225,2352202
9001,2012,personal/work,350,2106788
9002,2012,personal/work,350,2106788
9003,2012,technology/science,350,2106788
9004,2012,personal/work,350,2106788
9005,2012,technology/science,350,2106788
9006,2012,personal/work,350,2106788
9007,2012,personal/work,350,2106788
9008,2012,education,350,2106788
9009,2012,culture,32,725173
9010,2012,technology/science,32,725173
9011,2012,personal/work,32,725173
9012,2012,environment/nature,32,725173
9013,2012,culture,32,725173
9014,2012,technology/science,32,725173
9015,2012,education,32,725173
9016,2012,culture,32,725173
9017,2012,technology/science,32,725173
9018,2012,technology/science,32,725173
9019,2012,society,32,725173
9020,2012,technology/science,32,725173
9021,2012,personal/work,150,1495331
9022,2012,personal/work,150,1495331
9023,2012,education,150,1495331
9024,2012,personal/work,150,1495331
9025,2012,personal/work,150,1495331
9026,2012,personal/work,150,1495331
9027,2012,society,150,1495331
9028,2012,society,92,539219
9029,2012,society,92,539219
9030,2012,society,92,539219
9031,2012,society,92,539219
9032,2012,environment/nature,119,1272319
9033,2012,technology/science,119,1272319
9034,2012,personal/work,119,1272319
9035,2012,education,119,1272319
9036,2012,technology/science,119,1272319
9037,2012,personal/work,119,1272319
9038,2012,personal/work,119,1272319
9039,2012,personal/work,119,1272319
9040,2012,environment/nature,119,1272319
9041,2012,personal/work,119,1272319
9042,2012,personal/work,119,1272319
9043,2012,personal/work,119,1272319
9044,2012,technology/science,119,1272319
9045,2012,technology/science,119,1272319
9046,2012,education,119,1272319
9047,2012,personal/work,127,932024
9048,2012,culture,127,932024
9049,2012,technology/science,127,932024
9050,2012,technology/science,127,932024
9051,2012,technology/science,127,932024
9052,2012,technology/science,127,932024
9053,2012,technology/science,111,695153
9054,2012,technology/science,111,695153
9055,2012,technology/science,111,695153
9056,2012,technology/science,111,695153
9057,2012,technology/science,111,695153
9058,2012,technology/science,111,695153
9059,2012,technology/science,111,695153
9060,2012,personal/work,115,813261
9061,2012,society,115,813261
9062,2012,society,115,813261
9063,2012,society,115,813261
9064,2012,culture,115,813261
9065,2012,TED ,102,692434
9066,2012,personal/work,102,692434
9067,2012,personal/work,102,692434
9068,2012,society,102,692434
9069,2012,education,102,692434
9070,2012,personal/work,102,692434
9071,2012,society,102,692434
9072,2012,society,102,692434
9073,2012,society,102,692434
9074,2012,society,102,692434
9075,2012,society,102,692434
9076,2012,personal/work,102,692434
9077,2012,society,102,692434
9078,2012,TED ,141,720465
9079,2012,education,141,720465
9080,2012,culture,141,720465
9081,2012,society,141,720465
9082,2012,education,141,720465
9083,2012,TED ,151,1171568
9084,2012,society,151,1171568
9085,2012,culture,151,1171568
9086,2012,environment/nature,151,1171568
9087,2012,technology/science,151,1171568
9088,2012,technology/science,151,1171568
9089,2012,technology/science,151,1171568
9090,2012,technology/science,151,1171568
9091,2012,technology/science,151,1171568
9092,2012,personal/work,109,1965808
9093,2012,technology/science,109,1965808
9094,2012,technology/science,109,1965808
9095,2012,TED ,361,852344
9096,2012,personal/work,361,852344
9097,2012,technology/science,361,852344
9098,2012,technology/science,361,852344
9099,2012,technology/science,361,852344
9100,2012,technology/science,361,852344
9101,2012,technology/science,361,852344
9102,2012,technology/science,361,852344
9103,2012,technology/science,58,488481
9104,2012,technology/science,58,488481
9105,2012,technology/science,58,488481
9106,2012,technology/science,58,488481
9107,2012,technology/science,58,488481
9108,2012,technology/science,79,472121
9109,2012,TED ,79,472121
9110,2012,technology/science,79,472121
9111,2012,environment/nature,79,472121
9112,2012,environment/nature,79,472121
9113,2012,technology/science,79,472121
9114,2012,environment/nature,79,472121
9115,2012,personal/work,79,472121
9116,2012,technology/science,79,472121
9117,2012,technology/science,79,472121
9118,2012,environment/nature,79,472121
9119,2012,technology/science,79,472121
9120,2012,technology/science,79,472121
9121,2012,personal/work,79,472121
9122,2012,environment/nature,79,472121
9123,2012,technology/science,79,472121
9124,2012,personal/work,79,472121
9125,2012,TED ,77,714578
9126,2012,culture,77,714578
9127,2012,technology/science,77,714578
9128,2012,technology/science,77,714578
9129,2012,technology/science,169,1123786
9130,2012,personal/work,169,1123786
9131,2012,culture,169,1123786
9132,2012,technology/science,169,1123786
9133,2012,TED ,300,2723934
9134,2012,personal/work,300,2723934
9135,2012,personal/work,300,2723934
9136,2012,technology/science,300,2723934
9137,2012,technology/science,300,2723934
9138,2012,technology/science,105,485501
9139,2012,TED ,105,485501
9140,2012,technology/science,105,485501
9141,2012,technology/science,105,485501
9142,2012,technology/science,105,485501
9143,2012,environment/nature,105,485501
9144,2012,technology/science,105,485501
9145,2012,TED ,44,1022799
9146,2012,environment/nature,44,1022799
9147,2012,environment/nature,44,1022799
9148,2012,technology/science,44,1022799
9149,2012,personal/work,69,803292
9150,2012,education,69,803292
9151,2012,culture,69,803292
9152,2012,personal/work,69,803292
9153,2012,education,69,803292
9154,2012,society,69,803292
9155,2012,society,69,803292
9156,2012,society,69,803292
9157,2012,education,69,803292
9158,2012,TED ,107,1198585
9159,2012,personal/work,107,1198585
9160,2012,society,107,1198585
9161,2012,culture,76,1776779
9162,2012,personal/work,76,1776779
9163,2012,culture,76,1776779
9164,2012,society,76,1776779
9165,2012,society,170,1115222
9166,2012,education,170,1115222
9167,2012,technology/science,170,1115222
9168,2012,technology/science,170,1115222
9169,2012,technology/science,170,1115222
9170,2012,personal/work,197,1909462
9171,2012,culture,197,1909462
9172,2012,education,82,766305
9173,2012,culture,82,766305
9174,2012,technology/science,82,766305
9175,2012,technology/science,82,766305
9176,2012,education,82,766305
9177,2012,technology/science,82,766305
9178,2012,culture,82,766305
9179,2012,technology/science,82,766305
9180,2012,education,82,766305
9181,2012,personal/work,41,674288
9182,2012,culture,41,674288
9183,2012,technology/science,41,674288
9184,2012,TED ,309,4682458
9185,2012,personal/work,309,4682458
9186,2012,education,309,4682458
9187,2012,technology/science,309,4682458
9188,2012,TED ,136,1004016
9189,2012,culture,136,1004016
9190,2012,technology/science,136,1004016
9191,2012,personal/work,136,1004016
9192,2012,technology/science,136,1004016
9193,2012,education,136,1004016
9194,2012,technology/science,136,1004016
9195,2012,technology/science,136,1004016
9196,2012,technology/science,136,1004016
9197,2012,technology/science,136,1004016
9198,2012,education,87,1798001
9199,2012,culture,87,1798001
9200,2012,culture,87,1798001
9201,2012,culture,87,1798001
9202,2012,education,87,1798001
9203,2012,education,87,1798001
9204,2012,TED ,667,3658158
9205,2012,environment/nature,667,3658158
9206,2012,technology/science,667,3658158
9207,2012,technology/science,667,3658158
9208,2012,culture,667,3658158
9209,2012,technology/science,667,3658158
9210,2012,TED ,782,4922118
9211,2012,culture,782,4922118
9212,2012,technology/science,782,4922118
9213,2012,personal/work,782,4922118
9214,2012,technology/science,782,4922118
9215,2012,technology/science,782,4922118
9216,2012,TED ,329,2829484
9217,2012,personal/work,329,2829484
9218,2012,technology/science,329,2829484
9219,2012,society,329,2829484
9220,2012,technology/science,221,1194938
9221,2012,technology/science,221,1194938
9222,2012,personal/work,342,1367089
9223,2012,TED ,342,1367089
9224,2012,personal/work,342,1367089
9225,2012,technology/science,342,1367089
9226,2012,technology/science,342,1367089
9227,2012,technology/science,342,1367089
9228,2012,personal/work,342,1367089
9229,2012,technology/science,74,926948
9230,2012,technology/science,74,926948
9231,2012,technology/science,74,926948
9232,2012,environment/nature,74,926948
9233,2012,technology/science,74,926948
9234,2012,environment/nature,74,926948
9235,2012,technology/science,74,926948
9236,2012,environment/nature,74,926948
9237,2012,environment/nature,74,926948
9238,2012,technology/science,74,926948
9239,2012,environment/nature,74,926948
9240,2012,education,74,926948
9241,2012,environment/nature,74,926948
9242,2012,environment/nature,74,926948
9243,2012,technology/science,74,926948
9244,2012,environment/nature,74,926948
9245,2012,culture,183,2324212
9246,2012,technology/science,183,2324212
9247,2012,culture,183,2324212
9248,2012,technology/science,183,2324212
9249,2012,technology/science,183,2324212
9250,2012,technology/science,238,660569
9251,2012,TED ,238,660569
9252,2012,culture,238,660569
9253,2012,personal/work,238,660569
9254,2012,technology/science,238,660569
9255,2012,technology/science,238,660569
9256,2012,culture,238,660569
9257,2012,technology/science,238,660569
9258,2012,technology/science,238,660569
9259,2012,technology/science,129,1594495
9260,2012,personal/work,129,1594495
9261,2012,technology/science,129,1594495
9262,2012,technology/science,129,1594495
9263,2012,education,129,1594495
9264,2012,technology/science,129,1594495
9265,2012,environment/nature,129,1594495
9266,2012,personal/work,102,1233545
9267,2012,technology/science,102,1233545
9268,2012,TED ,145,1063880
9269,2012,technology/science,145,1063880
9270,2012,technology/science,145,1063880
9271,2012,technology/science,145,1063880
9272,2012,technology/science,145,1063880
9273,2012,technology/science,145,1063880
9274,2012,technology/science,145,1063880
9275,2012,technology/science,145,1063880
9276,2012,technology/science,145,1063880
9277,2012,education,145,1063880
9278,2012,technology/science,145,1063880
9279,2012,technology/science,145,1063880
9280,2012,technology/science,145,1063880
9281,2012,technology/science,145,1063880
9282,2012,technology/science,145,1063880
9283,2012,technology/science,145,1063880
9284,2012,technology/science,145,1063880
9285,2012,technology/science,145,1063880
9286,2012,education,84,1120276
9287,2012,culture,84,1120276
9288,2012,technology/science,84,1120276
9289,2012,education,84,1120276
9290,2012,technology/science,94,389194
9291,2012,technology/science,94,389194
9292,2012,technology/science,94,389194
9293,2012,TED ,94,389194
9294,2012,personal/work,94,389194
9295,2012,personal/work,94,389194
9296,2012,personal/work,94,389194
9297,2012,technology/science,94,389194
9298,2012,technology/science,94,389194
9299,2012,technology/science,94,389194
9300,2012,education,94,389194
9301,2012,technology/science,94,389194
9302,2012,technology/science,94,389194
9303,2012,technology/science,94,389194
9304,2012,technology/science,94,389194
9305,2012,technology/science,94,389194
9306,2012,technology/science,94,389194
9307,2012,technology/science,94,389194
9308,2012,technology/science,94,389194
9309,2012,technology/science,94,389194
9310,2012,technology/science,94,389194
9311,2012,technology/science,94,389194
9312,2012,technology/science,94,389194
9313,2012,technology/science,107,1229150
9314,2012,culture,107,1229150
9315,2012,technology/science,107,1229150
9316,2012,technology/science,107,1229150
9317,2012,technology/science,200,8105311
9318,2012,TED ,200,8105311
9319,2012,culture,200,8105311
9320,2012,culture,200,8105311
9321,2012,culture,200,8105311
9322,2012,culture,200,8105311
9323,2012,culture,200,8105311
9324,2012,TED ,72,1003863
9325,2012,environment/nature,72,1003863
9326,2012,environment/nature,72,1003863
9327,2012,technology/science,72,1003863
9328,2012,technology/science,72,1003863
9329,2012,environment/nature,72,1003863
9330,2012,technology/science,72,1003863
9331,2012,personal/work,72,1003863
9332,2012,culture,112,1778739
9333,2012,personal/work,112,1778739
9334,2012,personal/work,112,1778739
9335,2012,personal/work,112,1778739
9336,2012,culture,112,1778739
9337,2012,personal/work,112,1778739
9338,2012,personal/work,82,917877
9339,2012,personal/work,82,917877
9340,2012,technology/science,82,917877
9341,2012,technology/science,82,917877
9342,2012,personal/work,82,917877
9343,2012,technology/science,183,1200277
9344,2012,technology/science,183,1200277
